company,date,avjSubj_std,avgPol_std,medianTime_std,numTweets_over_followers_std,sumRetweets_over_followers_std,sumFavorites_over_sumFollowers_std,sumFollowers_over_followers_std,numVerified_over_followers_std,change_std
@intel,2017-11-17,-0.141263508,-0.291097882,0.133533471,-0.582114405,-0.175840182,-0.117280126,-0.743141521,-0.902719385,-2.410647791
@intel,2017-11-16,-0.017876598,-0.296501411,-0.941286586,-0.573420297,-0.177314636,-0.127715805,-0.33317188,-0.873434766,-0.00991576
@intel,2017-11-15,-1.020645956,-0.321209221,0.681192396,-0.516386944,-0.170800019,-0.097089745,-0.363049493,-0.683084742,0.1255768
@intel,2017-11-14,-0.407421851,-0.149943649,0.277018007,-0.58489652,-0.177833357,-0.161255616,-0.718467281,-0.888077076,0.366016444
@intel,2017-11-13,1.081342366,1.263737126,0.785258103,-0.610631082,-0.193195285,-0.206016682,-0.736007865,-0.902719385,1.265130726
@xerox,2017-11-17,-1.179615295,0.75510431,-2.421857784,-0.208517409,-0.197489778,-0.219878134,-0.795740631,-0.331293869,0.632693471
@xerox,2017-11-16,1.681551669,2.543523599,1.069599252,-0.038023708,-0.195295239,-0.219542652,-0.74689106,-1.049142481,-0.237201338
@xerox,2017-11-15,-0.164788241,-0.597031799,-1.455833694,-0.217042094,-0.197695855,-0.219259888,-0.538958611,-0.690218175,0.990995765
@xerox,2017-11-14,-2.198922498,-0.265545462,-1.972483139,-0.106221188,-0.197894702,-0.219542652,-0.451587417,-0.331293869,-0.368934211
@xerox,2017-11-13,0.024427087,1.033589628,-1.076361771,-0.472782645,-0.196835393,-0.217776575,-0.738067688,0.745479048,-3.740899903
@apple,2017-11-17,0.205071998,-0.81856975,1.089045874,2.254892231,-0.008104926,0.098719709,1.943589841,3.601524758,-0.702397309
@apple,2017-11-16,0.222942727,-0.814780169,-0.346325067,2.067881954,-0.009173558,0.046162457,2.120763715,1.897814978,-0.121077272
@apple,2017-11-15,1.412449227,-1.351646055,-0.585991545,3.795813176,3.645023349,3.589892707,3.217731888,2.22013845,-0.706417963
@apple,2017-11-14,1.935806296,-1.667451238,0.156659184,4.776796914,6.692074397,6.706275643,1.088163752,2.358277081,-1.269570118
@apple,2017-11-13,0.227797709,-0.855623242,0.031044518,2.245049585,-0.056966554,0.010304603,1.49201363,1.299214244,0.268785165
@oracle,2017-11-17,2.133097705,-4.568942285,-0.850360488,0.173395861,-0.186484166,-0.214428896,0.200094913,-0.039182313,-0.214010756
@oracle,2017-11-16,0.022923365,0.094223522,1.007580296,-0.200804598,-0.196944215,-0.218312777,0.214310776,-0.039182313,0.161224824
@oracle,2017-11-15,-0.864432865,0.053013539,-0.714759718,-0.162425064,-0.195735643,-0.217809086,-0.204557961,-0.241174346,-0.214379732
@oracle,2017-11-14,-0.089678643,-0.145590224,-0.357887924,0.199781791,-0.18252477,-0.2156507,0.067065885,-0.039182313,-0.362356658
@oracle,2017-11-13,-0.128418619,0.367650964,-1.56935992,-0.174418669,-0.191943087,-0.212708795,-0.513267798,-0.241174346,0.686236042
@hp,2017-11-17,0.963006789,1.143254278,-0.144500665,-0.396060479,-0.195699773,-0.207207304,-0.542896621,-0.264205214,1.305790751
@hp,2017-11-16,1.590413968,0.984196659,0.912449523,-0.281096736,-0.194182375,-0.200214271,0.154031239,-0.198793775,0.738145827
@hp,2017-11-15,-0.029501743,2.149577638,0.613392011,-0.066704891,-0.172890046,-0.116511863,-0.029400221,0.259086298,0.224276808
@hp,2017-11-14,0.462814787,0.578142954,-1.372791362,-0.422471069,-0.195591717,-0.213512956,-0.523488526,-0.329616653,1.448745035
@hp,2017-11-13,0.979962325,0.7594557,0.241278269,-0.333917916,-0.191171958,-0.188597355,-0.214192357,-0.329616653,-0.410606421
@cisco,2017-11-17,0.11541484,0.238180031,-0.458800125,0.065457253,-0.196717651,-0.21736964,0.289002907,0.404328949,-0.063714538
@cisco,2017-11-16,0.212185887,0.264023688,-1.490522263,0.246028057,-0.195441668,-0.215655038,0.274909158,0.963356423,-0.608628684
@cisco,2017-11-15,-0.078177454,0.491164072,-0.471939734,0.232750792,-0.19531666,-0.215263896,0.930814641,1.298772906,0.442139675
@cisco,2017-11-14,-0.27404572,0.187363357,-0.608066089,0.126532672,-0.19706452,-0.218337042,1.728154595,2.193216864,0.588782334
@cisco,2017-11-13,-1.232977421,0.165113053,0.996017439,-0.208054407,-0.197599464,-0.218991681,-0.337662178,0.963356423,0.262533898
